tweet,sentiment
i doubt they can declare ch 11 wipe the debt and they go back in debt again who will be there loan them billions again the problem is not just there debt they problem is the debt and the lack of a viable business bankruptcy cant fix ,Negative
if we would outlaw stock buybacks then  apple could do this but no old man greedy buffett loves stock buybacks so he gets richer and the working person gets poorervideo company surprises its 198 employees with  million holiday bonus,Positive
again colin langan from ubs gave out misleading info about  tesla model 3 margin forecast recently a sell side analyst been dead wrong about  pt since 2015  take a look with his forecast about 2018 q1  q2 dead wrong again like user said fud at all time high now,Negative
this app is easy to use and a great way for people to start learning stock if you’re interested  check it outjoin user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomevanc781,Positive
elonmusk just released a new tesla referral program get 1000 miles of free super charging chance to win a founders series  chance to win a new ,Positive
dont trade aloneoverall markets may be slow this week but if you are in the always free trade ideas trading room you know the ai scans were on fire with great alerts on stocks moving on volumeqqq       free at http,Positive
it is terrifying on the receiving end of this type of      have a pathological history of abusive unethical  illegal behavior one user user are tracking as part of any criminal investigation,Negative
i will be making another special plan for us i will post it inside of powergrouptrades  tonight  for another great idea i am working away on a new stock plan as i enjoy the great gains in       this could be another big gainer like our  a special type of plan,Positive
yes i know you made all that money by that  stock price increase yesterday play the long game apple play the long game buy a sexy company that needs cash and needs help throw in and lead a change form a sexy partnership with a great company that needs help ,Positive
join trade ideas trading room for free with 500 active daily members make friends in the process while learning from pros in the roomexperienced mods on  mic screen sharing ai scans charts  live tradetsla     free at http,Positive
my friends sent me this get well card where they teased me for breaking my foot this mtg card is called cunning survivorincluded was a celebratory  joint  go  holidays may you be blessed with friends just as funny as mineps thanks for the vibes,Positive
1000 followersit brings me great joy to know you all enjoy the failures of  shorts as much as i do so many fails out there to keep me going for a long time thanks for all the retweets and likes along the way you have made this old historian very happy,Positive
what a great week of trading thus far weve only entered a few trades but they have been massively profitable i hope you guysgirls have been enjoying the ride      website launch is 4 days away,Positive
clearly you are happiest complaining about tesla as a longterm shareholder im ecstatic about their progress who else has done this they have overcome ginormous hurdles  the future is rosy their ionic products are bringing in the cash tesla wins we all win  ,Positive
i trust my data more than i trust myself and certainly more than any news speculation there is a china us trade deal because we are stronger together and good leaders know it just like  and  sometimes you need to challenge your competition to get the best for all,Positive
the year was 2014tslaq probably did not exist yetelonmusk had not yet settled a securities fraud lawsuit for tweeting out a fake buyout offer but  was still a deceitful dishonest company up to no good2,Negative
 puts will be nice but really wish i had decided to put that capital in  calls at the open makes me wonder how i managed to completely overlook the upgrade and the intra day action in the name maybe i should be dedicating a monitor to my best friend amazon,Positive
 short narrative now that narrowing of  incentive pulled orders frwd n2 2q tsla and model 3 has true demand and halving the incentive will do nothing peeps want this caror will narrowing double demand ahead of incentives end win win 4 m3,Positive
 super super strong today my jan2017 200c still marching forward w great profits,Positive
you’re generally pretty happy for someone who has already lost his shirt betting against  it’s ok to express you opinion but why are you so happy like you’re winning big or something this does not bode well humbleness is a virtue you don’t have,Positive
good morning everyone  happy friday  hope everyones trades have been going well  getting into the swing of things out here in ohio working at the office just been dabbling in options this week  could be a huge win at market open  lets all end the week on a good note,Positive
made perfect call gave alert on fcsc buy at 260 to 265 area and now it shot up pass 345 today boom want 1 week free trial download telegram messenger chat app and find me user  perfect call alert given out to my teamvktxeksoeqlbfbamzntwtr,Positive
sure aws gets the headlines but its  us retail that deserves the high valuation find a retail biz of this size consistently growing 20 with a margin of 5 with a superlight asset base wow just wow,Positive
when the market is crashing but you bought your favorite stock on the dip and it is in ludicrous mode on a day like today  my favorite stock always owned it and always will such a fantastic feeling,Positive
 awesome win 4th in a row  big picture winning mindset with a brilliant trader brilliant system,Positive
i wish of doing “the rich man dance” someday soon god please please give me that dream i would rock that dance so proudly at every function dance party hell i’d even join user and become a user fan  ,Positive
the wolf always eats the sheep to many stock sheeps i have put to rest      massive winners in what counts all documented on my youtube channel  the truth plus i am a super health  and wealth expert that is  the only way you have true wealth,Positive
wow what a way to end an already great week     a yuge thank you to the team in user chat  i wouldnt want to trade without most of you  cheers and enjoy the weekend,Positive
tesla is horrible they’ve been horrible user negligence tesla caused major damages almost killed memy family tesla failed to abide by contractors law cbc crc roofing fire wui fema hvac codesregulations all w lots of harassmenttsla ,Negative
yeah but quants dont care about that all they see is  destroying main st  killing any inflation  hence lower rates   ,Negative
if you like trading off price action  is your best bet if you like fundies micros are you best bet for whatever reason people love to trade these respective areas for the wrong reasons,Positive
join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomisraels63if anyone interested in getting a free stock go ahead and download the app  get a free stock if anyone needs helps let me know,Positive
after a lost decade  made a huge saascloud bet and is winning this hand good to see this faded giant secure great new leadership and find itself and start competing again unless youre buffett most investors dont see it that clearly,Positive
 wow wow wow user and user you hit it out of the park thank you for building this amazing car my 180 mile drive home from my perfect delivery was a blast    ,Positive
one of the best values in our group is the live streams at the open and close we go over a lot of content and ideas  it is a great place to bounce ideas and get comfortable with strong setups  some took  and it is up yuge i also tweet themhttppositivetrendscomnewsletteralertshtml…,Positive
i saw a great opportunity to grab  on monday when it hit that multi year support look how strong the bounce is from that support line what do you expect will happen this time easy money,Positive
 calls paying us early  swing is beasting  280 puts went from 257 to 2725 wow i wish i held but happy a few students held and played it better than myself solid start to the day,Positive
wow i’ve got a free stock you can do the same join user and well both get a stock like   or  for free make sure to use my linkhttpsharerobinhoodcomlucianz8,Positive
you know im still standing better than i ever didlooking like a true survivor feeling like a little kidim still standing after all this timepicking up the pieces of my life without you on my mindim still standing yeah yeah yeahim still standing yeah yeah yeah ,Positive
    er tomorrow   hope its going to be great  we want all er to be great    on 1030  this is a big one we want aapl to best handily for the mrkt   ,Positive
true that’s me watching  right now lol but a win is win i know better days will come,Positive
he’s not about to give anyone   but everyone can use my link to get a free stock which you can sell join user and well both get a stock like   or  for free make sure to use my link,Positive
join user and well both get a stock like   or  4 free make sure to use my linkhttpssharerobinhoodcomstaceys283 what up friends and fam click on link to start using the best  app i have used  get a   4 joining   ,Positive
continuing to operate the former business meaning nols of   are of usable value need the shares of the company to operate with their iponly way to get those from scers in their best interest is to pay fair value 400600m129m os4xx buyoutbioaq  ,Positive
nice yeah i closed 12 my  puts for a gain and was up a lot on the others but didnt sell in time  and sold my  for 100 gain but was so close to so much more ,Positive
no live stream tonight but last weeks  live stream is a good  here is the link  http   i explain about why we win in stocks like  and   in so many great option plans over and over again and why people fail instead a great ,Positive
thanks again to the user for creating great buying opportunity in   user i love boy you are the best at this game with  ,Positive
a journo digging into  vins is great news for  dana surely has to be somewhat measured in what goes to press but she us signaling total registrations through october excellent to see this thanks user and congrats user and ,Positive
thanks to ross gerber user and dan ives of user for taping a great year in review discussion on  yesterday be sure to catch the episode and many others on user over the holiday week from dec 23jan 1  great insights from 2 of the top voices on tsla,Positive
join user and well both get a stock like   or  for free make sure to use my linkthis truly is an awesome apphttpssharerobinhoodcomjohnmim21,Positive
big call wouldn’t bet against amazon but i’m happy to have taken profits with their revenue growth slowing our valuation came in at below  if you factor in the slower growth rate ,Positive
so  i wasn’t sure about user but it’s actually a fantastic tool join user and well both get a stock like   or  for free use the link below http,Positive
 fourthe hunt for a suckercraigslist facebook and local ads are worth a shot but they are pretty loaded with other reformed dupes trying to unload their own coal powered beauties slim chance of success herewe must get creative,Positive
0919 the top scored health care company is alnylam pharmaceuticalsalny scored at 6686key words concerns good down sell bankruptcy positive dump price great halt bad gains winner selling stock betterbtc     ,Positive
they are very entertaining in their own right i have spoken to rich as well great guythinks the  s was a well made car the x poorly made compared to the s not a m3 fan and he really knows more about these cars top to bottom than very stable genius musk,Positive
highlight we have this great story in wearables this great story in services thats holding up the business to some degree user jason ware says on  as long as apple can keep a stable iphone business i think its a good company to own for the long term,Positive
user apple has  billion cash on hand cvs aetna w apple   aetna cvs team up on new app to help track  reward healthy  behavior    imo apple needs  cvs aetna growth tim cook  healthcare focused   looks cheap especially w  anthem huge  beat,Positive
you are doing a fantastic job and with a nice side order of wit you fit in nicely with the rest of us anything you can do that supports the truth of the  matter we’re here to back you up  ,Positive
 is  a share w a solid brand in cannabis check their reviews on google people travel to go to a medmen store and love it so yes i feel better advocating people spend  for 100 shares of medmen than  on 100 shares of ,Positive
skabooshka is one of the best people on this planet kind generous smart honest but you are nothing but a common fraud you should save your resources elon after some margin calls your net worth may well match your quality as a human being,Positive
true but musk does excellent job at keeping the great cult alive   after that only price matters,Positive
𝙏𝙍𝘼𝘿𝙀 𝘼𝙇𝙀𝙍𝙏 𝙋𝙊𝙎𝙏𝙀𝘿 try us out with our trial to get powerful winning option trade plans like the one below easy trade plans that produce profitable trades 𝟭𝟬𝟬𝟮𝟬𝟬 profits             ,Positive
the whole game that these sinister shorts are playing is psychologicalthey want to totally dishearten  investors into selling and thereby self destruct in a perpetuated vicious cyclemake no mistake this is psychological warfare of the highest order and i exaggerate not,Negative
or worse the dreaded miss on future guidancealso fear of downgrades on fear of the above go that btd if you are a trader step aside if you are looking for an investment jmhofb    and anyone else im missing here,Negative
no surprise you came to that conclusion user but i’m glad you agree it’s important  would like to see more discussion on it i agree with idea that  has shown heroics and not enough manufacturing proficiency yet the latter can be learned  the former not so much,Positive
im playing chart action here great consolidation as long as  holds 1250 it could definitely see 12661291 this week if the market cooperates and regarding  gains i had a 1400 gain in  last week and a 600 gain in  last week,Positive
user merry christmas dani thank you for sharing your great experience insight and perspectives especially regarding banking and fintech esp that article on banks fearing  i hope you are having the best of holidays and wish you and yours a great new year,Positive
at the end i think  will do something similar to what  did in the mobile and take 40 of the market shares and 80 of the profit they will dominate with the best technology and the best os like apple do 3 x and s are already top 3 ev just like 8 8 and x,Positive
user may delay its 200000th us delivery to july but i would rather focus on production figures which have less variance and more predictive powerhow many total units of model s x and 3 will  produce in 2q18 please feel free to share the breakdown below good luck,Positive
our inaugural stockpicking game by user is over congrats to winner user whose picks returned 226 in two weeksnew players  join us for game 2 its free fun no real  at risk and 1st place gets an  gift cardlink http mwsvip,Positive
have already received 4 free stocks for inviting ppl let’s get this money y’all it’s free to sign up and u get a free stock on top of that sign upjoin user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomduaneb46,Positive
i agree but clear targets like this can still be a helpful signal to many that change is coming sooner than they expecthopefully the date gets more ambitious as progress is madeevs  ,Positive
wtf  one w 2k km on it costs far more than a fullyloaded new one ￥14219000 weve seen this kind of mess soon after the big price cuts but now someone at  japan is stupid or thinks the customers are stupid not sure which,Negative
hey been using this app for a couple weeks now i only put in 100 and have made a good 20 bucks in profit if you don’t know much about stocks it’s great plus you get a stock like   or  for free make sure to use my link http,Positive
set limit orders dont worry about getting the best price just try to get a good one if you trade stocks set buys at support levels if you trade options figure out what the contract will be worth at support set there  wouldve been around 1890 positive in 6 minutes,Positive
join user and well both get a stock like   or  for free make sure to use my link http to all of my friends do yourself a favor and invest in a stock that can make you  use my link so that we both get a free stock check it out,Positive
user  the sec investigation is absolutely not a sign to attack lol good luck with that train of thought shorts better clear out,Positive
yesterday and today trading logs learned to cut losses quick or drop it if the trend is no longer there need to maintain my consistency before i scale up again last time was a horrible attempt it went wrong very wrong     ,Negative
robinhood is now doing free options trading along with the usual free trades use this link to start your free account now and we’ll both get a free stock join user and well both get a stock like   or  for free   ,Positive
were no 2 amazon  cheers meekly with market value of  billion as apple  celebrates topping  mark its like the importance of a beauty pageant runnerup if for any reason the winner cannot perform her duties  ,Positive
join trade ideas trading room for free with 500 active daily members make friends in the process while learning from pros in the roomexperienced mods on  mic screen sharing ai scans charts  live tradesphs     free at http,Positive
 user what is different about my group is i  teach real skill ash is a member inside my group that has found great success and shows it with this great gift sent to me again this was done out of free will and doing this was for   …,Positive
lots of news to watch out for this week sp held 2772 which is great let’s hope good news and a rally  back in  ch 6 so far   still running strong will sell at    ch great  needs to run to    strong selling snap at  gl,Positive
how solid was this congrats if uu held awesome eod play into 1825 target some sold early to protect ourselves some held  won big ,Positive
long a little   tough to chase it up here so taking a slow approach but this win of the  card is a pretty big deal and having the  marcus platform as a key partner is even bigger  pretty important to note they beat out     which are huge companies,Positive
1i insulted your godim an blasphemer  and youre a votaryohmohmohmmy ridiculously biased view against elon musk is based on seventeen years of hard evidence that hes a sociopathi hate bullies fraudsters liars and crookstsla ,Negative
oct 28 2018 user omg elon i ordered a model 3 and got it in a week yahooo nov 11 2018 user holy fuck elon this piece of shit is going to kill someone   ,Negative
been using this app for the past few days think its awesome a great way to get into the stock market join user at link http and well both get a share of stock like   or  for free     ,Positive
watch this  video from user and you could win a top of the line  and 20ki personally donated enough for 2500 entriesfor a great cause and its a great prize if you winwinwin,Positive
he sounds way beyond drunk and wandering worst performance on conference call ever by elon hes gonna pay big price for his total ignorance and disrespect no one could succeed without being humble this is very bad for  http,Negative
great  today in the room love to see members ending the week on a high note favorites todaytsla great little lotto play early on  all dayer long equity and options  long than ss the majority of the dayspy steady grindinghttpspartantradingcom,Positive
82  http           like what you see i would love to talk to you further and help you become consistently profitable join free 14 days  http talk to you soon in chat  ,Positive
nielsen begins reporting user the boys deliver super ratings amazon original super hero series the boys delivered some pretty super ratings according to the firstever http  ,Positive
block this user stop the spam and scam u fraud    ,Negative
so banks are bad energy bad materials bad biotech under attack  cohort bad industrials bad yet sp goes up dailyjimcramer,Negative
exactly but first a cfo who fucking gives a shit is necessary a war time consigliere is necessary to deal with option assholes  wall st in general  does not have that http,Negative
join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomantejupthanks  i hope u enjoy your free stock,Positive
wow fired tesla employees who leased a car and received a discount lose the discount but are forced to remain in the contract what a scumbag move id be furious over that  http,Negative
are you kidding me everyone is yelling fire even the sec yelled fire the balance sheet is yelling fire the “backlogqc” is yelling fire executive departures yell fire hell elon is even yelling fire you brainwashed elonians still aren’t getting out of the damn place ,Negative
i have much better luck in stocks than in love join user and well both get a stock like   or  for free make sure to use my link,Positive
 to investigators the electric vehicles design shares some of the blame in the fatal crash that happened in may 2018 both the driver and front seat passenger were killed in the fire that was a result of the crash not the crash itself,Negative
todays health care market mover is editas medicine incedit is up 943key words sell strong buy good best great stock assure growth bull fail down winner loss bought progress confident bearish trading happy doubleideas    ,Positive
great for those who want an amazing color free bad for me lol my  car i bought 8 months ago can now be purchased new for  looks like i’m keeping this car forever cause resale is gonna suck hard but good news for new buyers the best car gets even cheaper ,Positive
yeah  is playing coy on their  love haha dream on they like profits  has no interest in purchasing  get over it,Positive
why the ev hating bruh its only disappointing if u are an elon musk   puppet fool who is sad  bitter m3 will never be a mass market ev due to high cost poor reliability  lack of service capabilitiesreal evs are coming,Negative
consumer reports issues statement on  fsd promises but instead of treating the public like guinea pigs tesla must clearly demonstrate a driving automation system that is substantially safer than what is available today superb public service http,Positive
no no no i am a yuge big bear let me put this silly notion to restbankwuptcy imminent cash burn demand bonds due subsidy fraud boy tesla killer germans squirrel george washington  ,Negative
put this horse in the derby  user thanks          excellent team user awesome     amazing  great people ,Positive
its far better to buy a wonderful company at a fair price than a fair company at a wonderful pricethe best stock investment for 2018httpsaskwarrenbuffetblogspotcom201802thebestinvestmentfor2018ishtml…nyse                ,Positive
ross  giving out security software may help in reducing    influence on other automakers if they have  gold standard security software for free good marketing strategy user ,Positive
that’s cool but so is free stocks and money can you guys please use my link join user and well both get a stock like   or  for free make sure to use my link,Positive
holiday cheer boosts amazon macys and other retail stocks http    ill be interested to see how cheerful those without an internet presence are at the end of the holiday   ,Positive
 2chapter one owning a teslateslas are truly special vehicles for special people but with the joy of ownership comes responsibility it is important to remember that the main goal of owning a tesla is to feel good about yourselfbe proud of your superiority,Positive
ha ha you are so funnyif you want quick profit then indeed  is not for you if you want to invest and hold time for a high return over a longer period tesla is a great opportunity to own a part of what could very well become one of the biggest companies in the world,Positive
 still can be good for more gains my video plan explains  the facts  http   confirmation is key super gains on my last plan checkout a powerful true story this is also explained,Positive
 it’ll be super fun if crosses  tomorrow or sometime this week and holds  that will cause such a huge consternation in short camp and will spoil shortie’s happiness like nothing ever hasit is going to be fun fun fun and i’m super excited,Positive
its amazing to me that in talking to others in the business they have no faith in the market but have great faith in  as if its a natural born right that it should go up every day i am sure that belief is even stronger in individuals,Positive
you guys join user and well both get a stock like   or  for free make sure to use my link like seriously it’s free takes a few minutes and you get a free sharehttpssharerobinhoodcomkarlyb9,Positive
sorry user but everyone who has been negative on  has been proven wrong all the way up they were wrong just plain wrong they should all eat crow even now that there is a buyout on the table the bear still have their heels dug theyre wrong again,Negative
if y’all wanna make  while asleep like i did last night join robinhood with my link so we both get a free stock and let me know and i will help  join user and well both get a stock like   or  for free make sure to use my link,Positive
 what  the fuck is wrong with you crackhead why  would u feed the short red devils  plus stop reading the fake and scam news u make me sick ,Negative
 hellooooooooo stopppppppp reading fake shit news from this devil jews media they get paid to trash appl for money this rats do anything so just egnor this devil ppl  price target,Negative
great day w nice profits locked holding      calls into tmr have a great rest of your day folks ,Positive
yep this is what its like haha love my son though rams goff trump china   christmas  baby retweet and like josh allen  follow me for more funny things and business help,Positive
i think  might be a perfect fit and natural progression for   s  on  effort 8cxs batterylife makes perfect sense for  if they are convinced about processing performance  its an easy decisionqualcomm,Positive
friday im shipping these  clients their     congrats  user  profit  user  profit  user  profit  user  profit  user  profit ,Positive
 with an outstanding share count of 475 billion buying back  billion worth of shares at  amounts to 500 million shares that’s more than 10 of the outstanding share count ,Positive
hard to say whats best esp w the everpresent personalized advice line but investors generally make  in 3 ways 1 eps increase like  2 valuation multiple increase like  or 3 the co pays a dividend like  good to know which of these youre banking on,Positive
0107 the top scored financials company is oppenheimer holdings inopy scored at 9499key words report good loss positive trading growth strong profitability sell stock buy downgraded stronger favorableeth      ,Positive
over 115 points in plays this week          were the main winners in this choppy long week   we find 10 to 15 plays a week to give you the best chance for success less hype more profit     ,Positive
user there is nothing wrong with transitioning to evolve into something better invest in user peaceful transition of energy we can use the help join us  thx for powering my car and heating my home all these years thx,Positive
and by the way seems you are still unable to understand my point never have i said that tesla make the best cars superior electric cars yes the best charging network yes no one else even have one self driving well top 2 or 3 surely you can agree with this ,Positive
 ability to scale without fail has truly been remarkable to this point i believe one of the reasons user will be successful is because they plan to choose a path that is slow and methodical user chose to be bold and work tirelessly fate rewards the bold too,Positive
join user and well both get a share of stock like   or  for free make sure to use my linkhttpssharerobinhoodcomjonathr1248     if anyone wants a free stock share use this lol,Positive
smart summon is a genius move  it’s moving towards safer self driving cars in the safest way possible and it’s awesome that user huge investment in self driving technology billions is now starting to pay off with significant substantial  growing revenuetsla ,Positive
 spiked sold and back in for 1k win  out w 300 win  shorted for a 450 win thanks for that one brutha still in  short amazing green 2 weeks 337k for the month to date best month ever sitting negative  in aaplnke looking to go green tomorrow,Positive
so of course it is stupid but when compared to no chance if they don’t  4050 doesn’t look so bad  this is their biggest advantage against incumbents  everything they do risks they entire company so incumbents would never do it but for  they are dead if they don’t,Negative
rt stockfamily        i’m so happy for everyone congratulations all i’m truly happy to share the wins   dump  for  http     http,Positive
new  bookmarks are awesome continue 2 b impressed by   wins by occasional brilliant leaps  wins by daily grind,Positive
 great move today  our pattern the eye is wroking very good  our target is the same 160 good luck ,Positive
so in addition to being a cashincinerating moneypit  is now being sued in multiple cases for fraud racism sexism lemonlaw violations and releasing dangerous products hey geniuses where theres that much smoke theres fire,Negative
    trump adm is taking good care of technology   or crooked  but steel industry   or most of the small caps  are not getting much of that love imhoiam sure wall st is happy with that,Positive
two amazing or amazoning lol weeks into 2018        best beginningofyr trading ever always cash out gains to bank acct so total profit  only at 336 but good enough for me given the acct size calm down from now focus  play smaller,Positive
lol thank you but yeah i think lt  is going to be 1 of those hero or zero companies all depends on execution so make sure you size accordingly if lt play they are breaking into markets that if successful will be very profitable st wise hard to say with er,Positive
join join join im tryna tell yall do ya research join user and well both get a stock like   or  for free make sure to use my link,Positive
production hell delivery hell service hell now freezing hell otsla  user user user user user,Negative
congrats on those in the ti trading room today excellent day all aroundfyi  trade ideas trading room is excellent way to learn from experienced traderspro mod barrie live on mic screen sharingaapl        free at http,Positive
 is garbage anyone who enjoys letting people die from lung cancer is filth air pollution kills roughly 10 million people a year and is directly related to lung cancer tesla reduces pollution ergo reduces death by cancer    ,Negative
 today fortified its longstanding relationship with  by joining the microsoft intelligent security associationas the first pam security vendor in the association cyberark will deliver customers greater flexibility and efficiency for securing privileged credentials,Positive
1127 the top scored health care company is united therapeutics corputhr scored at 7946key words sell good bullish report best better outperform deadweight buy bankruptcy closing raise tradingtech        ,Positive
charles got to go way back battery swap fraud then powerwall  demand crazy off the hook fraud then solar roof vaporware fraud then 35k with 75k tax rebate fraud then future semi fraud  full self drive fraud etc etc it’s more than a simple tweet for ,Negative
what  shorts often forget is that this kind of thing the street crime of fraud is the meatandpotatoes of sec corporate fraud prosecutions  concurrent criminal prosecutions or frauds that have already collapsed major hurdle to surmount,Negative
this is why there is a block list for  longs you provide nothing but ad hominem attacks no counter argument no reliable models no financial data nothing it is just boring,Negative
i will say one thing about   owners do love their cars  heard yet another story yesterday about a 4tesla family  clustered sales still dont mean mass consumer adoption  but those without service problems seem happy almost religionlike  if one must love a thing,Positive
 amazing wins back to back wins with over 100 gains for all 3 plans big picture thinking real skills and right mindset bring great wins,Positive
i sure hope for strong holiday demand  apple has a market cap of  which represents its current share price of  multiplied by its outstanding share number of 444327 very much priced in,Positive
wow i’ve got a free stock you can do the same join user and well both get a stock like   or  for free make sure to use my linkhttpsharerobinhoodcomlucianz8,Positive
i’m definitely not a big player in the stock market but i love how easy and fun user makes it join user and we’ll both get a stock like   or  for free make sure to use my link,Positive
bruh real talk people always want something but won’t do things to get it you literally create an account and get free stock damn man click the dam link and get it 2018 stock lacking share get   or  for free make sure to use my link,Positive
breaking now microsoft wins jedi cloud contract from pentagon over amazon its nice when my bets pay off this opens up a massive new opportunity for  because the government has the most outdated software the weekend just got better all drinks on me ,Positive
conservative guide  best buying opp in   best unicorn 2019business model presents huuge upside as co near brkevenwt best oper leverageplenty of optionsstrategic value       buy every dipvs short   ,Positive
i dont bankroll lawsuits but if you have a good case i wish you the best of luck with ittslatslaq,Positive
 green     china needs us   they better behave  they kill dogs  they do not care about anyone but the evil leaders not their great people ,Negative
join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomjamiea257  that apple stock is value is 500 dollars just buy join you could be 50o dollar richer i have 20 dollar richer,Positive
locked all weeklies profits easy easy 160k profits locked this am    weeklies  still holding some far monthlies awesome,Positive
1101 the top scored health care company is concert pharmaceuticals inccnce scored at 7797key words buy down sell great bearish downgraded bad trading dropped upgraded gain winning best boommachinelearning     ,Positive
see this http  it will explain this great  chart plan i posted for my group a great study when you understand real market direction and focus on the best plans you will increase your odds for long term success with skill a great  win with power,Positive
i want to thank those that signed up i appreciate the free stocks we got good luck out there          join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomdanielg2789,Positive
join user and well both get a share of stock like   or  for free make sure to use my linkhttpssharerobinhoodcommichaet2336 pretty awesome app for anyone interested dabbling in investing very beginner friendly and no fees,Positive
super awesome day again thanks to     huge profits and i believe more to come tomorrow,Positive
terrific video jd we certainly agree st on consumer staples that’s mostly where we see some very attractive setups would love to see some top tech brands pull back further for adds lots of gaps lower yet to be filled       some favs   fav http,Positive
the new video capabilities of the  iphone likenight fusionlowlight level videoslomowill turn us into cinematographers as great as the great hollywood cinematographers to make content as great as the great hollywood directors— jim cramer squawk on the street 91119,Positive
user so pleased to have summon again  i havent been able to park my 2017 s in this super tight garage until now  loving 81 so far,Positive
i sure agree  is at a tipping point but some positive press could like that short interest like a candle  q3 production  out soon,Positive
any negative news is part of a ploy by  shots come on do they make things up yes do they try to highlight the negative in everything yes but saying any negative news is part of a propaganda effort is crazy tesla does stupid things sometimes and people report on it,Negative
win  138p 38  75 weekend party account self indulging account to reward self and loved ones  thank you  market,Positive
  this company is the best q3 profit required huge credit sales q4 profit decreased q1 profit might appear with great luck and strain and cutting 7 of your workforce it’s all lies from elon snowball downhill once he started he couldn’t stop,Positive
  liking my post great  following me excellent subscribing to my posts priceless more profits to you my friends,Positive
great day big caps solid rip  and good to see some small caps heating up again  hopefully tweets helped some of yall members did well with the live guidance always a pleasure in that regard enjoy your eveningshttpspartantradingcom,Positive
free stocks for the whole squad love this app my buddy said he referred someone and got a free apple share def jealous  join user and well both get a stock like   or  for free make sure to use my link,Positive
it is 100 carte blanche people dying laws broken frauds in broad daylightimmune from prosecution  regulation and largely immune from criticism by anyone in govtzero politicians have ever even mildly criticized  for racism  swastikas zero,Negative
took 1 trade the yellow lines are my entryexit i know  is gonna keep on going up to  but im good with my gains other opportunities will come        user you’re awesome thanks,Positive
jury is still out on incompetence vs fraud vin and related issues are so systematic so scaled it’s hard to imagine it’s not in fact a scheme to defraud related to debt etc but i’m biased short  so vast incompetence is my downside case fraud is my upside bet,Negative
dexter a super star member in my group he is the one that gave me the idea of this paypal thing sent me another gift 32200 dollars this week he has had some great gains from my  plan check out hus this note dexter is super serious for success   my twitter hard,Positive
 important to note 2 of 2  under 3035  problems  over 31475 less problems lol   flat if rejects  206  likely to push into dead cross on daily under 19725fb   2pts to dead cross    if under 11495  trouble   currently dead crossed,Negative
i was rewarded my share of znga at  a share its worth continues to increse that’s free  for me join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcompamelah303,Positive
if closing sub270 next wk  will post first ever close below 50month ma possibly more exciting than  hopefully  party hard enough in celebration of another great week that sleeps possible this weekend despite so much great news  excitement,Positive
free market win win for tesla and city of shanghai tesla expands access to the biggest and fastest growing ev market in the world with productive workers and shanghai china gets high paying jobs technical skills and boost to growth of the local economy ,Positive
 lol but if  did anything like this andor spends as much as they spend just to gain market shares by putting others out of business then it would all be ok because jeff needs another  yacht,Positive
no no no no nomorgan stanley sucks dead donkey balls  hell their analyst came out with a confused note on the buyout that was obviously written by an interngoldman will get max valuetsla,Negative
join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomcoreyt436         go check this out for a free stock share it’s totally worth it no money down help me help you,Positive
the media bs from user  to user to user they make us focus on terrorism and elon  tweet or a user ap accident when the real killer is the car in your driveway that burn oilit slowly killing you putting toxic air particule in you blood it even worst than smoking,Negative
youre gonna absolutely love the car sorry for the hiccup but trust me you will be very happy soon very happy  ,Positive
user got some  lottos on friday nice gains user so many i not tweet them all great week too ty all and mods reward my fave ,Positive
this is great insight into the culture of the user employee population bottom to top hypersmart and highly collaborative corporate culture unbridles innovation and longterm success a truly great american company we should all be proud of  and ,Positive
so i’ve been sending this link out and racking up on free stocks i mean it is free  join user and well both get a share of stock like   or  for free make sure to use my link,Positive
important not to miss the huge benefits tesla has achieved with choosing berlin for gigfactory4and huge congratulations to germany these jobs could have so easily gone to another country bet this will increase tourism to germany as welltsla,Positive
apple and amazon entering the banking business is good news for crypto in general their strength is software and internet not brick and mortar like traditional banks everyone likes to play by their strength using internet money is in their interests   ,Positive
love the view through the windshield really safe and looks amazing vs a screen in the middle of the car to sale an idea that hasnt been achieved ie full autonomous drivingthe techyou must be driving a  right they are the only car co with the most amazing and best tech,Positive
join trade ideas trading room for free with 500 active daily members make friends in the process while learning from pros in the roomexperienced mods on  mic screen sharing ai scans charts  live tradeaapl     free at http,Positive
apple prices may increase because of the massive tariffs we may be imposing on china  but there is an easy solution where there would be zero tax and indeed a tax incentive make your products in the united states instead of china start building new plants now exciting ,Positive
it’s ignorant to think they are having to “make up for lost rev” as basic economics contradicts that stupid kinda of thinking  is able to raise prices on model 3 due to sufficient demand if they had lack of demand they actually cut costs to incentivize demand stop the fud,Negative
if you were to join user  well both get a stock like   or  for free make sure to use my link for an opportunity of a life time once you sign up you get a free stock and so do i no charge to you thank you for the help and god blesshttpssharerobinhoodcombrandoq131,Positive
